peliId|directorId|titol|durada|valoracio
49355|125085|Goyokin|124|7.2
13655|116370|Camp Rock|94|6.0
13905|65298|Farscape: The Peacekeeper Wars|182|7.5
11917|2679|Saw V|92|6.0
8892|38883|A Christmas Tale|152|6.7
12525|35087|Critters 4|100|4.3
82519|60045|Restaurant|107|0.0
13523|74619|Sex Drive|109|6.0
14655|72024|Soul Men|103|6.3
15749|34970|While She Was Out|108|4.8
22358|126855|The Island|112|6.5
14405|1215|Beverly Hills Chihuahua|91|4.9
43985|54607|Half Moon|107|6.4
20065|12833|Purple Violets|103|5.7
208385|1191376|The Blue Hour|92|8.0
84050|86051|Fanny|134|5.8
9999|61750|The Free Will|163|6.6
17099|80702|Hanzo the Razor: Sword of Justice|108|6.0
58570|25236|Where a Good Man Goes|90|0.0
29452|96801|The Face of Another|124|7.6
125749|150176|The Gaucho|95|5.0
111759|8841|Don Q Son of Zorro|111|7.0
8905|56214|Three Monkeys|109|6.6
3520|32375|Casanova '70|125|6.6
43372|15127|Bellissima|108|7.4
88435|82461|Tattooed Life|87|8.0
77650|18574|Bullfighter and the Lady|87|4.0
17704|90223|The Living Sea|40|5.4
36571|51875|The Dirty Dozen: Next Mission|95|3.9
36572|19101|The Dirty Dozen: The Deadly Mission|90|4.0
37327|8500|Wagon Master|86|6.2
28684|97618|Ring of Darkness|85|5.5
8841|17386|The Class|128|6.9
54615|8500|When Willie Comes Marching Home|82|7.0
13220|82939|Splinter|82|6.0
16509|1094821|Confessions of a Superhero|92|7.1
34867|933065|The Manson Family|95|3.6
10565|66046|Kanak Attack|86|7.0
6972|6201|Australia|165|6.3
32862|94069|Revenge of the Zombies|61|5.0
10139|5216|Milk|128|7.1
29320|1496|The Devil-Doll|78|6.7
8966|19850|Twilight|122|5.8
16342|47724|The Children|84|6.3
13387|75035|Transporter 3|104|5.9
12193|71600|Four Christmases|88|5.3
14574|55299|The Boy in the Striped Pyjamas|94|7.7
10900|14800|Surveillance|97|6.0
56256|107533|Stuff and Dough|90|7.4
14438|78040|Fireproof|122|7.0
14248|89112|Igor|87|5.6
20919|62342|The Devil's Chair|91|4.1
12224|58838|Dinotopia|250|5.8
10360|72757|Hunger|96|7.2
14299|81727|Cadillac Records|109|6.9
13056|56359|Punisher: War Zone|102|5.6
13793|75570|Flashbacks of a Fool|110|7.1
35790|12160|Charulata|117|7.2
38831|1118019|Lady with the Dog|83|4.6
45838|89602|The Bell Boy|33|6.0
13394|62047|Shrek the Halls|28|5.8
2574|15389|The Lovers|90|6.5
34283|112201|The Pervert's Guide to Cinema|150|7.2
114390|138006|Hospital|84|5.9
85844|97202|Women of the Night|74|6.8
14447|7314|A Matter of Loaf and Death|30|7.2
17157|210872|Ace of Hearts|100|5.7
1964|3702|A Friend of Mine|84|7.5
44626|37361|The Long Night|101|4.2
65502|51875|Fools' Parade|98|7.1
17912|716|Gypsy|153|4.8
43962|70862|Malaya|98|6.0
28148|72543|Ninja III: The Domination|92|5.9
109539|8500|The Sun Shines Bright|92|6.6
116973|8500|Four Men and a Prayer|85|6.0
200311|544818|Much Ado About Something|70|0.0
10200|55499|The Day the Earth Stood Still|104|5.2
8881|1884|Che: Part One|134|6.8
8880|1884|Che: Part Two|131|6.7
11127|7722|Starship Troopers 3: Marauder|105|4.2
18117|73875|Dean Spanley|100|7.5
109711|99667|I Am the Law|83|3.9
18926|2746|Boomerang!|88|6.8
86782|165752|Patterns|83|7.5
25852|86378|Nothing Like the Holidays|98|6.5
39407|30129|The Climax|86|7.0
39409|15705|The Strange Door|81|6.3
37584|145491|Pandora's Box|112|6.3
14359|26095|Doubt|104|7.0
19486|63429|Cyborg She|120|6.6
126754|96042|The Forgotten One|98|0.0
13223|190|Gran Torino|116|7.8
11499|6159|Frost/Nixon|122|7.2
8055|468|The Reader|124|7.2
3054|29907|The Wrecking Crew|105|6.5
14072|35771|Rab Ne Bana Di Jodi|167|6.7
12449|72253|Room of Death|115|6.2
5816|27875|Waiter|95|6.3
13980|107045|Sword of the Stranger|103|7.6
8276|54273|I've Loved You So Long|115|7.1
61751|1026383|Jesus is a Palestinian|110|8.0
11321|20646|Seven Pounds|123|7.5
52615|1270108|Meltdown: Days of Destruction|90|4.8
41966|46000|Pin|103|6.6
89453|937247|Love|90|0.0
42655|128308|Andromeda Nebula|77|5.0
12163|6431|The Wrestler|109|7.3
14772|8843|The Memory Keeper's Daughter|90|5.5
27991|94218|The Little Giant|76|6.3
87894|89226|Mr. Wu|90|5.0
9050|67259|A Chinese Ghost Story II|104|6.5
47499|64750|Small Cuts|95|5.5
60488|97015|Arabian Nights|86|5.9
111302|1496|The Blackbird|86|6.3
80616|18738|The More the Merrier|104|5.8
2694|27073|Tuya's Marriage|96|7.6
39558|73150|Face of a Fugitive|81|3.9
36573|19101|The Dirty Dozen: The Fatal Mission|100|4.6
4922|7467|The Curious Case of Benjamin Button|166|7.3
10201|59026|Yes Man|104|6.4
75686|253241|Hexed|90|5.8
297983|1168004|On the Rumba River|0|0.0
2253|9032|Valkyrie|121|6.7
14422|26488|Birds of America|85|5.9
38142|74091|5 Centimeters per Second|63|7.3
34812|30053|H.G. Wells' War of the Worlds|100|4.4
16268|2878|War of the Worlds 2: The Next Wave|90|3.5
15033|139825|Constantine's Sword|0|4.4
14806|36147|Impulse|101|5.1
51817|144632|Zamfir's Zona|104|7.3
84397|129422|Double Dynamite|80|5.8
59158|78053|The Death Kiss|75|3.1
6936|51470|Ben X|90|7.0
13954|76541|Alien Raiders|85|5.1
13406|575743|Trainwreck: My Life as an Idiot|90|5.4
14357|129438|The King of Ping Pong|107|6.5
185156|54441|Jane Austen in Manhattan|108|9.0
10202|20739|Bedtime Stories|99|5.9
28564|32427|Manhattan Melodrama|93|6.3
23604|81199|Two Days|91|6.1
13973|9048|Choke|92|6.0
4148|39|Revolutionary Road|119|6.8
194113|66548|Blackadder Back & Forth|33|7.1
51247|170258|Blackadder's Christmas Carol|43|7.6
17845|82418|Loft|118|7.1
13827|75882|Surfer, Dude|85|4.7
362026|121614|Magnificent 7|85|7.0
15676|77121|Nobel Son|110|6.4
15584|80207|Dear Zachary: A Letter to a Son About His Father|95|8.4
13971|3310|Wild Child|98|6.4
13813|9181|Defiance|137|6.7
13180|74257|Zeitgeist: Addendum|123|7.2
14306|5065|Marley & Me|115|6.9
8049|53427|The Grocer's Son|96|6.5
20028|85495|Decoy|76|5.4
141971|108481|Blackout|108|6.7
31047|57895|Jesse Stone: Night Passage|89|6.7
8927|56370|Involuntary|98|6.9
12429|608|Ponyo|100|7.5
53519|33223|High and Dizzy|26|8.5
70191|18579|The Good Guys and the Bad Guys|91|5.4
28256|49214|Satan Met a Lady|74|6.2
16205|80006|Jack Brooks: Monster Slayer|85|5.8
15331|229566|The Vanishing Point|88|5.2
17287|78021|Poultrygeist: Night of the Chicken Dead|103|5.9
50988|108481|Young Gods|104|5.2
113916|2000|The General Died at Dawn|98|6.0
29741|40187|Have Rocket, Will Travel|76|5.8
29262|237884|The House of Sand|115|6.7
9795|27146|Earthsea|180|5.9
87790|63264|Brotherhood of Death|85|5.0
26758|96159|Man with the Gun|83|5.8
25528|93923|American Ninja 4: The Annihilation|99|4.8
8942|56383|Wendy and Lucy|80|6.4
16409|81256|Last Chance Harvey|92|6.1
113921|81285|Dallas|94|5.7
14756|63571|Ip Man|108|7.5
35945|140286|Howling V: The Rebirth|96|3.9
54406|11343|The Young Visiters|90|3.8
10596|26767|Replicant|100|5.0
60547|14773|The Duel at Silver Creek|77|7.0
368955|144422|The Recruiter|86|6.0
49256|141967|Habana Blues|115|6.4
13944|77162|Passengers|93|5.7
10521|17046|Bride Wars|89|5.9
26235|114109|The Gamers: Dorkness Rising|105|7.6
13635|58324|Mesrine: Killer Instinct|113|7.3
14435|27226|My Bloody Valentine|101|5.3
21966|226920|Blood and Bones|140|5.7
52886|14132|Castaway|117|6.2
37373|14875|Island in the Sun|119|6.0
170094|1445413|Liberty Kid|92|8.0
260528|84827|De fûke|90|0.0
13177|56778|Battle in Seattle|99|6.3
34696|937392|Fuel|95|0.0
221861|138006|Aspen|146|0.0
114403|138006|Model|129|5.0
14139|118303|Timecrimes|92|7.0
16999|4586|Fire and Ice: The Dragon Chronicles|84|4.5
8280|17458|The Secret of the Grain|151|7.4
36746|116096|Punk's Not Dead|93|6.3
36402|574068|The Welts|91|7.9
317|4634|Grbavica: The Land of My Dreams|90|6.9
12437|3964|Underworld: Rise of the Lycans|92|6.2
2309|1978|Inkheart|106|6.0
86363|51875|Gun The Man Down|76|6.0
60542|34751|Albuquerque|90|7.1
47658|60074|John Waters: This Filthy World|86|8.2
31688|137551|The Soviet Story|86|6.9
14076|42205|Shoot on Sight|112|6.2
13942|60243|The Alphabet Killer|98|5.2
18543|117662|Revenge of the Nerds III: The Next Generation|93|4.0
21029|68032|Revenge of the Nerds IV: Nerds In Love|92|3.5
50307|89932|Soup to Nuts|70|3.5
49511|1158|Chinese Coffee|99|6.3
27440|119367|Save Me|96|5.1
13825|75823|The Lazarus Project|99|6.0
250093|15663|The Man|93|8.0
15227|58159|Galaxy Express 999|128|6.2
14560|52112|Paul Blart: Mall Cop|91|5.2
14410|66121|Notorious|122|6.6
13788|3893|The Unborn|87|4.8
13429|74436|Donkey Punch|99|4.5
6733|20605|Where Is Fred?|107|6.1
14871|77441|Make It Happen|90|5.4
35077|19606|Three Strangers|92|6.2
14353|2675|Repo! The Genetic Opera|98|6.7
27447|97773|Edge of Madness|99|5.8
17803|62020|12:01|92|6.2
214436|1137536|Maria|97|8.3
14549|63928|Night Train|87|5.4
80193|1021804|The Big Stampede|54|3.2
169869|146225|Blue|113|6.3
56816|225014|The Visitor|105|6.0
38205|88912|Kummeli Goldrush|96|6.8
168261|236959|Shadow of the Holy Book|90|5.0
10529|65525|Outlander|115|6.1
75880|30008|Belle of the Nineties|70|4.5
160783|11593|Branded|104|4.2
58782|64278|A Dead Calling|91|2.0
62753|81285|Beachhead|90|4.7
417285|956123|Los signos del zodiaco|0|0.0
14582|84021|Passchendaele|114|6.3
46595|6818|The Great Ecstasy of Woodcarver Steiner|45|7.4
50318|39104|Go Go Tales|96|5.4
253116|1292455|Wrestling with Alligators|95|0.0
94533|76981|The Badlanders|83|6.1
44052|8501|Black Widow|95|4.0
63938|141978|Bad Luck Love|94|6.8
1977|82939|The Grudge 3|90|5.3
46725|8843|Indictment: The McMartin Trial|135|6.1
13510|63306|Eden Lake|91|6.7
15554|1047318|Triumph of the Nerds: The Rise of Accidental Empires|165|7.5
14836|57646|Coraline|100|7.3
48350|101528|Psychomania|85|6.5
97915|106239|Point of Order!|97|5.0
15003|57214|Chocolate|110|7.0
141971|108481|Blackout|108|6.7
24194|45989|TerrorVision|83|5.8
14851|77357|The Escapist|102|6.4
13455|2291|Push|111|5.9
4959|1071|The International|118|6.0
10362|20561|Two Lovers|110|6.6
10184|29009|He's Just Not That Into You|129|6.2
16170|67813|Jar City|93|6.7
14849|18356|Dead Like Me: Life After Death|87|5.8
36764|116155|Uuno Turhapuro|87|5.7
111459|50300|California|97|6.3
37309|10146|Canyon Passage|92|6.8
131729|80548|The Con|92|5.0
52105|11147|Husbands|131|6.1
60539|18574|The Cimarron Kid|84|6.2
28196|100036|The Avenging Conscience: or 'Thou Shalt Not Kill'|78|6.5
1560|17582|Singapore Sling|115|7.9
85394|932317|33 Scenes from Life|100|6.0
15060|74052|Futurama: Into the Wild Green Yonder|90|7.2
26900|109445|The Bandit|121|7.5
15189|109857|Hotel for Dogs|100|5.7
133328|49063|The Deadly Trackers|110|5.0
13492|18184|Frontier(s)|108|6.0
70089|218873|Comet in Moominland|70|7.3
135938|1104819|Daddy|110|7.3
7353|52606|Fireflies in the Garden|108|6.4
14711|77177|Afro Samurai: Resurrection|91|6.7
52512|64992|Café Lumière|103|6.7
98193|46230|Death by Hanging|117|7.5
49600|2778|The Last Movie|108|6.5
24171|226553|Dry Season|96|6.8
47980|139725|Jesus Christ Superstar|107|7.1
5677|19707|Trancers|77|6.3
44618|3849|The Man Who Quit Smoking|104|6.7
16804|76936|Departures|130|7.7
25405|1777|Taking Chance|77|6.8
73953|446988|AmericanEast|112|6.1
1961|11357|My Name Is Bruce|86|5.9
15148|77947|Man in the Chair|107|5.3
54838|558007|Robinson in Space|78|7.5
15945|1741919|The Way of War|90|3.5
171840|68125|Kimberly|106|3.7
68190|114678|Ralliraita|0|6.8
14204|19509|Ping Pong Playa|96|6.0
20829|41039|Funny People|146|5.6
30508|10230|Berlin Calling|105|7.0
15039|21588|Against the Dark|94|3.7
13639|46466|The Letter for the King|110|7.0
47561|19244|Firepower|104|5.6
18884|74566|Nuremberg|180|7.6
26036|2765|Bigger Than Life|95|7.4
434306|222142|Going to Kansas City|97|5.0
14977|83857|Red Sands|89|4.0
157909|545261|Show Me|97|5.6
21851|88026|The Lost|94|5.0
15105|150208|Still Waiting...|90|5.1
17314|97555|Pistol Whipped|96|5.5
24351|55161|Flight of Fury|98|4.5
94405|11593|The Far Horizons|108|4.0
110761|11037|Container|72|6.1
38087|120572|Mystery Team|97|6.4
16177|21440|Killer Babes|100|7.0
29363|1287732|A World Without Thieves|113|7.1
79331|12327|The Gunfight at Dodge City|81|4.3
36499|115458|His Private Secretary|60|4.1
15268|10765|Street Fighter: The Legend of Chun-Li|97|3.9
17317|56353|Urban Justice|96|5.4
434|5844|Tough Enough|99|7.2
15670|80602|Madea Goes to Jail|103|6.4
206034|8500|The Black Watch|93|6.3
19255|39|Away We Go|98|6.7
43034|29907|Hell to Eternity|131|10.0
29117|4109|The Unsuspected|103|5.2
14979|51984|Thick as Thieves|104|5.7
18208|21549|Beautiful Ohio|91|6.5
41054|15189|Il Grido|116|6.7
37468|24939|The Big Lift|120|6.5
8832|56194|Il Divo|110|7.5
50013|143285|Wings|85|7.0
8279|17520|Paris|130|6.5
14063|86378|Adrift in Manhattan|91|5.7
13207|29922|Friday the 13th|97|5.7
15067|543568|The Good, The Bad, The Weird|130|7.1
14853|77362|Screamers: The Hunting|94|4.4
15159|21981|The Pink Panther 2|92|5.4
18529|4319|Crips and Bloods: Made in America|93|7.1
7916|23799|Far Cry|95|3.1
38789|121415|I Manegen med Glenn Killing: Live från Berns|220|0.0
90324|553281|The English Surgeon|93|8.7
67384|24560|A Hell of a Day|92|7.0
36281|20658|Shara|100|5.9
42818|2490|Marius|130|6.6
29717|932957|The Adventures of Food Boy|90|5.6
43873|38393|César|141|9.0
17158|5917|They Wait|89|5.0
24221|91376|The Rebel|103|6.5
17077|27014|Everlasting Moments|131|7.9
47497|591417|Expecting Love|110|4.0
10049|55161|Attack Force|94|4.3
9914|55161|Shadow Man|91|4.3
125858|237079|Tokyo.sora|127|8.3
111014|937775|Dead Silent|95|4.1
14301|12891|Dr. Horrible's Sing-Along Blog|42|7.8
8382|56353|Today You Die|92|4.0
13849|80384|The Cottage|92|6.3
27061|3831|Two Men in Manhattan|84|6.5
43146|238954|Fanny|140|6.6
85330|994163|Out At The Wedding|96|5.6
53574|30099|Born to the West|59|4.1
74286|19528|The Hasty Heart|102|6.5
30906|1055512|Frontrunners|80|0.0
26939|40599|The Quick and the Dead|90|5.4
26127|15358|Joshua Tree|106|5.1
13613|58712|Day of the Dead|86|4.7
16538|17871|I Love You, Man|105|6.5
19998|14773|The Big Steal|71|6.3
5334|14501|Billy Budd|119|7.8
26387|50300|Night Has a Thousand Eyes|81|5.8
34474|2891|Blonde Venus|93|6.5
13094|144232|Dance of the Dead|87|6.0
18781|63303|The Haunting in Connecticut|102|6.0
27757|999545|The Little Engine That Could|30|0.0
16558|19242|Duplicity|125|5.7
13811|21085|Knowing|121|5.9
80314|17282|Young Thugs: Nostalgia|94|6.1
15472|19346|The Girl with the Dragon Tattoo|152|7.4
52528|1189128|Bloodbath at the House of Death|91|5.6
13090|74152|Sunshine Cleaning|102|6.5
15854|12099|Kung Fu Panda: Secrets of the Furious Five|25|6.5
53651|43777|Hangman's Knot|81|5.7
58076|82171|Immortal Sergeant|91|6.3
143240|589507|Nigdy w życiu!|100|5.7
14180|48965|Submerged|96|4.0
36836|80762|Stacy: Attack of the Schoolgirl Zombies|79|4.7
17166|67358|Insanitarium|89|5.0
47739|93975|Illegal|88|6.1
16325|57125|Echelon Conspiracy|105|5.4
113321|587971|Jasminum|103|6.0
17097|83048|After Sex|78|5.2
46799|32082|The Third Part of the Night|105|7.3
19950|85598|13B: Fear Has a New Address|137|5.7
14735|21678|Boarding Gate|106|5.1
24220|1037092|California Dreamin'|155|6.2
21946|52343|Counter Investigation|85|7.0
20529|86523|Sita Sings the Blues|82|6.9
30155|68381|Naked Fear|104|5.4
39914|112914|Chaos|74|4.4
42914|9054|Three on a Match|63|6.1
36392|32689|Kogel-mogel|105|7.5
62437|6818|Land of Silence and Darkness|85|7.5
6968|15868|The Baader Meinhof Complex|150|7.1
13161|60949|Big Stan|105|5.9
16197|1203482|Dating The Enemy|97|6.7
53828|88648|Blue Steel|59|4.5
34015|19416|We Live in Public|90|7.4
13808|1004171|Strictly Sexual|100|6.3
14637|21526|Nothing But the Truth|108|6.9
15912|75131|The Square|105|6.2
18096|1137217|The Gray Man|97|5.8
18094|8686|Anvil! The Story of Anvil|90|7.7
33811|40199|Border Incident|94|7.2
53863|99346|Star of Midnight|90|5.3
16991|54710|Observe and Report|86|5.6
99283|42060|Private Lives|84|6.1
94854|2004|Too Many Girls|85|5.0
43396|11593|Union Station|81|6.0
16614|54733|Adventureland|107|6.4
31273|113601|With Fire and Sword|175|6.7
18558|84929|Scenes of a Sexual Nature|91|5.2
16071|31140|The Cake Eaters|86|5.5
20048|3045|Confessions of a Shopaholic|104|6.1
8747|55898|The Black Balloon|97|6.7
16258|87438|The Butterfly Effect 3: Revelations|90|5.1
15451|100134|Revanche|121|7.2
330711|68774|One Kill|96|0.0
82962|39853|Killer Force|102|3.7
22705|58021|Cheeky|89|5.5
16005|17329|The Lucky Ones|113|6.3
284117|1347099|Fitna|15|1.0
55500|114678|The Land of Happiness|0|0.0
14164|57134|Dragonball Evolution|85|2.9
9841|29924|Rest Stop|80|5.0
91099|939153|Your life in 65 minutes|100|6.5
97421|34751|Kansas Raiders|80|5.9
43250|39743|The Lonely Man|88|6.0
142973|1725998|Dating Games People Play|95|0.0
1940|834|Porgy and Bess|138|5.7
33726|80570|Can-Can|131|7.2
93562|44878|Law and Order|80|4.2
13557|73409|The Gravedancers|95|5.7
31132|107639|Kiler|104|8.1
13804|58189|Fast & Furious|107|6.5
34796|9076|City Girl|90|7.4
35849|19396|Hangover Square|77|5.0
35022|5026|Sanshiro Sugata|80|6.0
45965|5026|Sanshiro Sugata Part Two|83|5.5
19976|83046|The Exterminating Angels|100|4.8
1387|16863|Superstar: The Karen Carpenter Story|43|7.5
21376|564872|A Force of One|90|3.6
16867|42301|Gardens of the Night|110|6.5
19833|88926|In the Loop|106|7.0
16919|84110|Global Metal|93|7.6
15801|80978|What Doesn't Kill You|100|6.4
19618|81799|Crime Wave|73|6.5
83099|14520|Escape from Fort Bravo|99|6.0
27644|18574|Ride Lonesome|73|6.0
18947|7018|The Boat That Rocked|116|7.2
67857|1135789|The Mindscape of Alan Moore|78|6.3
16996|58552|17 Again|102|6.1
168538|139107|Nana, the True Key of Pleasure|92|4.7
8833|56033|Double Trouble|99|6.6
16869|138|Inglourious Basterds|153|7.9
16995|17350|State of Play|127|6.7
99224|8823|The Lawless Breed|83|6.7
94139|117773|Lust for Gold|90|4.7
10000|61710|La estrategia del caracol|116|7.2
44967|9603|Strike|89|7.2
91603|980235|The Magic of Méliès|131|7.5
84908|88648|Lawless Range|53|5.3
45882|134101|Bab'Aziz|98|7.2
21641|70500|The Damned United|97|7.2
13119|1035696|Hank and Mike|86|6.1
51472|89602|The Garage|25|6.8
51263|2662|The Strong Man|75|6.5
24365|93723|The Final Inquiry|112|4.0
38872|107639|Kiler-ów 2-óch|127|8.1
95977|103910|The Man Behind The Gun|82|6.0
17431|81850|Moon|97|7.6
67849|129694|Break Up|100|3.8
112582|1055201|Fraternity Demon|85|3.3
205410|82413|The Smart Set|80|7.0
13123|230437|Aamir|99|6.7
33974|11037|Mammoth|125|6.1
45949|45133|The Days Between|118|6.3
18320|69371|The Young Victoria|105|7.1
49571|20025|Intentions of Murder|150|6.6
17436|57030|The Informers|98|4.4
30843|150150|Antique|109|6.2
2080|13079|X-Men Origins: Wolverine|107|6.2
17680|1884|The Girlfriend Experience|77|5.2
36175|128476|Turtles Are Surprisingly Fast Swimmers|90|6.4
53624|148620|The Desert Trail|54|3.3
120528|1072285|Moving Midway|95|5.5
21191|87257|Sin Nombre|96|7.3
270952|1167349|The Life and Times of Allen Ginsberg|0|0.0
13475|15344|Star Trek|127|7.4
24273|5128|Happy Campers|94|5.4
38464|103931|Black Magic|67|8.2
22152|33349|Lymelife|95|6.4
16279|81199|The Great Buck Howard|87|6.0
72891|1181874|Euphoria|74|6.0
6461|18969|Cherry Blossoms|127|7.5
23391|88648|Riders of Destiny|53|4.3
11160|67924|Flatfoot in Egypt|104|6.2
168643|83706|XIII|173|5.9
19350|105746|Knights of Bloodsteel|177|4.6
15384|11401|Red Cliff Part II|136|7.1
156908|1138117|Täynnä tarmoa|0|8.0
48116|1030521|Love Sick|86|6.9
15342|48583|The Girl from Monaco|95|4.9
25004|93002|Black Ice|107|5.4
17124|81272|Wild Things: Diamonds in the Rough|87|4.3
64115|80170|I Hate Mondays|98|7.7
17532|65817|S. Darko|103|3.6
23590|90070|Sagebrush Trail|54|4.2
30416|5016|Stanley Kubrick: A Life in Pictures|141|7.2
65503|108987|A Lady Takes a Chance|86|7.5
38869|1537022|Wyjście awaryjne|0|0.0
17027|135426|Shuttle|107|5.7
15577|19000|Crossing Over|113|6.2
13448|6159|Angels & Demons|138|6.5
288035|21290|Kids in the Hall: Same Guys, New Dresses|93|0.0
92312|107276|Django the Bastard|107|4.4
80592|88718|The Man from Monterey|57|5.3
90120|63198|Horrorvision|85|3.5
17635|227333|Daylight Robbery|90|5.3
42738|19244|Scorpio|114|6.0
14141|56591|Balls Out: The Gary Houseman Story|87|5.4
30312|112588|Outrage|90|7.4
47906|98199|The Seduction of Joe Tynan|108|7.0
111752|9915|Man in the Middle|93|6.6
122160|160444|More Dead Than Alive|101|5.9
17740|145627|Powder Blue|108|6.3
42943|2891|The Devil Is a Woman|76|6.2
13532|74623|Fanboys|90|6.1
18495|16544|Folks!|107|6.1
180162|57359|Breaking the Rules|100|5.4
25218|87091|Live!|96|5.7
24053|2232|The Merry Gentleman|110|6.8
53947|927798|The Murder of Fred Hampton|88|7.5
15705|9158|Incendiary|113|5.3
14448|76910|Love Songs|100|7.0
21583|87672|Management|94|5.5
534|36425|Terminator Salvation|115|5.9
18360|17825|Night at the Museum: Battle of the Smithsonian|105|5.9
38008|72344|Ghosts of Cité Soleil|85|5.0
2049|18969|How to Cook Your Life|93|5.0
19375|84618|Were The World Mine|95|6.1
18238|82822|Lesbian Vampire Killers|86|5.3
21755|67367|The Brothers Bloom|114|6.8
43378|81799|Man in the Saddle|87|5.6
30239|105866|Vincere|128|6.4
101362|587204|A Cure for Love|95|0.0
8429|4410|Paisan|125|7.6
44012|130030|Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles|201|7.3
10541|65569|Shall We Kiss?|100|6.6
19955|85340|I Do|90|6.4
90799|40054|Hi Diddle Diddle|72|8.3
39194|122452|Rhinoceros|104|7.5
36460|40599|The Man With Bogart's Face|106|6.0
27502|94771|The Monster|86|6.0
15555|45730|Chop Shop|84|7.2
40022|49892|Caliber 9|100|7.5
86764|28615|Suzanne's Career|54|5.4
17332|36588|The Soloist|109|6.6
18405|94108|The Last House on the Left|110|6.2
155426|1519411|Anioł w Krakowie|0|9.0
16871|7623|Drag Me to Hell|99|6.2
14160|12890|Up|96|7.8
21967|95501|Late Autumn|128|7.7
14003|83923|Fullmetal Alchemist the Movie: Conqueror of Shamballa|105|7.0
16899|27889|Easy Virtue|93|6.4
21724|59229|Dance Flick|83|4.7
8282|21678|Summer Hours|100|6.8
31404|29962|Show People|83|6.8
42513|1650|Two English Girls|130|6.7
83868|4109|Female|60|6.2
4934|15657|Firecreek|104|5.5
15588|67717|OSS 117: Lost in Rio|100|7.0
61109|33166|The Flame of New Orleans|79|4.8
14857|77365|Personal Effects|110|5.8
17927|82511|Fired Up!|90|6.0
77822|32919|The Winslow Boy|117|6.5
14330|57028|Trojan War|85|5.4
26508|95568|The War Game|48|7.8
28677|56150|Without a Paddle: Nature's Calling|96|5.1
19203|50460|Graduation|89|5.7
15712|21669|Welcome|110|7.1
13975|20556|In the Electric Mist|117|6.0
18785|57130|The Hangover|100|7.2
16164|18844|Killshot|95|5.9
17609|42|Antichrist|108|6.4
33104|110109|Don|166|6.0
37924|119114|Sweeney Todd|90|6.3
43321|8634|Pete Kelly's Blues|95|6.4
17829|11435|A Song Is Born|113|6.4
16345|80387|Billu|137|6.5
81512|46307|Many Rivers to Cross|95|6.0
27134|1373168|Boy Eats Girl|80|5.4
53622|88648|The Man From Utah|55|4.1
761|11201|The Wing or the Thigh|104|6.8
11914|24425|Perched on a Tree|90|5.0
64968|5069|Marius and Jeannette|0|5.9
34300|83961|Ernest Rides Again|94|4.5
58018|993018|U Pana Boga za piecem|100|6.8
70806|8630|Blind Husbands|99|6.0
45560|2725|Berlin Alexanderplatz|931|8.4
26506|37236|Before The Rains|98|5.0
14536|130128|New in Town|97|5.2
13710|64534|The Merry Widow|94|4.9
15084|35785|Salaam Namaste|158|5.7
14451|76927|Dead Snow|91|6.1
18162|11887|Land of the Lost|102|5.4
34482|15045|The Clique|87|5.2
16324|579421|Fatso|91|5.1
50600|84034|A Free Soul|93|4.7
18468|145130|Momma's Man|94|6.5
19724|52845|Imagine That|107|5.7
18487|893|The Taking of Pelham 1 2 3|106|6.2
27799|55785|Hana and Alice|135|6.9
8883|56195|Flame & Citron|130|6.8
49767|56710|Fade to Black|105|5.0
29314|112193|In Therapy|90|5.6
40465|65271|Chain Reaction|101|5.9
10272|64625|Jekyll + Hyde|97|4.8
23924|74697|Went the Day Well?|88|7.1
18061|100979|Zulu Dawn|117|5.6
21179|23571|American Violet|103|7.2
42341|127890|Suspect X|128|7.4
18760|70334|Spiritual Kung Fu|94|6.3
11693|71080|Big Man Japan|113|5.3
40509|19798|Wrestling Ernest Hemingway|123|5.7
15073|143931|Cargo|90|4.7
31544|51572|The Hitman|95|5.3
84119|37361|Goodbye Again|120|4.6
33409|110618|The Stoning of Soraya M.|114|8.0
18240|29214|The Proposal|108|6.7
51260|31251|The Crawling Hand|89|2.4
28110|8328|Dillinger|107|6.7
89484|13980|Home from the Hill|150|3.8
48288|143958|Small Town Gay Bar|76|5.7
17610|1524|Year One|97|4.6
8933|56377|O'Horten|90|6.1
156917|586231|Pekka ja Pätkä neekereinä|0|0.0
37911|29907|5 Against the House|84|5.3
38773|3663|Three on a Couch|109|5.0
8269|15254|Promise Me This|127|6.4
45779|140248|Mindwarp|91|5.5
27085|95329|The Land That Time Forgot|90|5.7
8940|56381|Tyson|90|6.6
133|1420|Primary|60|7.0
20152|6759|Angels of the Universe|100|6.9
19508|87130|Garfield's Pet Force|78|5.7
66770|12009|Dutchman|55|4.3
12162|14392|The Hurt Locker|131|7.2
4498|37493|The Executioner|87|7.5
176810|89751|Air Hawks|68|6.0
170477|55692|Anna Lucasta|97|5.0
75015|80170|How I Unleashed World War II Part III: Among Friends|73|7.0
18507|107039|Tu£sday|79|8.0
16240|1230368|Breakfast with Scot|95|5.9
50030|14353|La Ronde|110|7.5
81223|146873|Brunet wieczorową porą|90|6.3
24772|15452|Going Berserk|85|5.4
67515|994292|Luther the Geek|80|6.5
29082|102844|Les vampires|399|6.8
8284|4429|The Limits of Control|116|6.4
